order_id,customer_id,warehouse_id,workflow_type,preparation_time_min,packing_accuracy_pct,delivery_complaints,amount,status,signup_date,revenue,preparation_rate_per_hour,packing_accuracy_tier,delivery_complaint_quartile,packing_accuracy_score,preparation_speed_score,delivery_complaint_score,workflow_failure_score,warehouse_health_score
451,3717,W2,Picking,22.17,97.02,0,752.64,pending,2024-11-10,,2.71,Excellent,Q2,9.7,0.68,10.0,5,68.1
452,3299,W3,Sorting,22.04,97.18,0,411.51,completed,2023-01-19,411.51,2.72,Excellent,Q2,9.72,0.68,10.0,0,75.7
453,2314,W1,Sorting,24.49,89.68,0,584.93,completed,2025-02-20,584.93,2.45,Fair,Q2,8.97,0.61,10.0,0,72.9
454,4155,W1,Packing,8.89,94.45,0,446.58,completed,2025-02-06,446.58,6.75,Good,Q2,9.45,1.69,10.0,0,77.3
455,4167,W5,Packing,19.51,94.16,1,95.12,completed,2026-01-06,95.12,3.08,Good,Q3,9.42,0.77,7.5,0,68.6
456,3807,W5,Picking,21.67,92.68,3,193.0,completed,2025-05-18,193.0,2.77,Good,Q4,9.27,0.69,2.5,0,55.4
457,4059,W1,Packaging,13.0,85.04,1,799.69,completed,2023-11-11,799.69,4.62,Fair,Q3,8.5,1.15,7.5,0,66.4
458,2031,W1,Packing,10.48,96.12,1,163.62,completed,2026-02-16,163.62,5.73,Good,Q3,9.61,1.43,7.5,0,71.0
459,1484,W1,Packaging,12.42,97.9,0,340.23,cancelled,2025-12-31,,4.83,Excellent,Q2,9.79,1.21,10.0,10,62.3
460,3059,W1,Picking,18.26,91.96,0,75.61,pending,2023-08-06,,3.29,Fair,Q2,9.2,0.82,10.0,5,66.8
461,1640,W3,Sorting,17.15,100.0,0,40.73,completed,2025-12-28,40.73,3.5,Excellent,Q2,10.0,0.87,10.0,0,77.2
462,3597,W2,Packaging,26.3,93.25,0,261.31,pending,2023-10-23,,2.28,Good,Q2,9.32,0.57,10.0,5,66.5
463,2614,W3,Sorting,29.57,92.47,1,493.22,failed,2026-01-05,,2.03,Good,Q3,9.25,0.51,7.5,10,52.4
464,2690,W5,Picking,20.93,91.21,0,302.12,completed,2025-11-15,302.12,2.87,Fair,Q2,9.12,0.72,10.0,0,73.7
465,1222,W2,Packaging,17.17,88.95,3,488.69,completed,2026-01-29,488.69,3.49,Fair,Q4,8.9,0.87,2.5,0,54.6
466,2995,W4,Picking,20.12,99.86,0,620.87,completed,2024-11-08,620.87,2.98,Excellent,Q2,9.99,0.75,10.0,0,76.8
467,2344,W3,Packaging,18.0,97.86,1,420.69,completed,2026-06-16,420.69,3.33,Excellent,Q3,9.79,0.83,7.5,0,70.1
468,1019,W3,Packaging,18.99,92.3,1,372.64,completed,2024-10-03,372.64,3.16,Good,Q3,9.23,0.79,7.5,0,68.0
469,2965,W2,Packaging,17.45,88.51,0,291.86,completed,2025-08-05,291.86,3.44,Fair,Q2,8.85,0.86,10.0,0,73.1
470,1335,W4,Sorting,24.03,91.79,1,554.04,pending,2024-07-28,,2.5,Fair,Q3,9.18,0.62,7.5,5,59.9
471,1127,W2,Packaging,21.51,89.96,1,438.49,completed,2026-04-06,438.49,2.79,Fair,Q3,9.0,0.7,7.5,0,67.0
472,3210,W5,Packing,22.04,88.85,2,232.61,pending,2025-08-24,,2.72,Fair,Q4,8.88,0.68,5.0,5,52.8
473,1370,W2,Sorting,26.98,84.93,2,433.44,completed,2025-03-23,433.44,2.22,Poor,Q4,8.49,0.56,5.0,0,58.6
474,1679,W3,Picking,14.3,100.0,0,527.72,completed,2025-11-18,527.72,4.2,Excellent,Q2,10.0,1.05,10.0,0,77.6
475,2469,W2,Packing,14.69,88.01,2,626.22,completed,2023-03-24,626.22,4.08,Fair,Q4,8.8,1.02,5.0,0,60.9
476,3121,W2,Packing,18.58,89.84,2,573.27,completed,2025-01-09,573.27,3.23,Fair,Q4,8.98,0.81,5.0,0,61.0
477,3595,W4,Packing,18.05,94.73,0,823.65,cancelled,2024-07-14,,3.32,Good,Q2,9.47,0.83,10.0,10,60.2
478,1318,W3,Packaging,15.72,90.75,2,765.02,completed,2025-11-24,765.02,3.82,Fair,Q4,9.07,0.95,5.0,0,61.6
479,3474,W3,Packing,19.06,97.72,1,676.87,failed,2023-01-14,,3.15,Excellent,Q3,9.77,0.79,7.5,10,54.9
480,1615,W5,Packaging,16.8,90.1,3,249.48,completed,2024-01-18,249.48,3.57,Fair,Q4,9.01,0.89,2.5,0,55.0
481,3765,W2,Sorting,24.8,82.93,0,109.64,completed,2025-09-07,109.64,2.42,Poor,Q2,8.29,0.6,10.0,0,70.5
482,1523,W4,Packaging,18.69,93.92,0,218.46,completed,2026-03-20,218.46,3.21,Good,Q2,9.39,0.8,10.0,0,74.9
483,3116,W5,Packaging,10.51,88.83,2,785.24,completed,2025-04-10,785.24,5.71,Fair,Q4,8.88,1.43,5.0,0,62.2
484,1887,W5,Picking,22.2,90.28,0,805.96,cancelled,2025-07-08,,2.7,Fair,Q2,9.03,0.68,10.0,10,58.3
485,1744,W5,Packing,26.11,95.22,0,700.08,cancelled,2026-06-30,,2.3,Good,Q2,9.52,0.57,10.0,10,59.7
486,1281,W5,Sorting,17.53,83.24,0,513.11,completed,2024-04-15,513.11,3.42,Poor,Q2,8.32,0.86,10.0,0,71.3
487,3480,W4,Packing,23.05,96.01,2,705.14,completed,2023-07-17,705.14,2.6,Good,Q4,9.6,0.65,5.0,0,62.7
488,4081,W2,Packing,16.5,83.46,0,458.74,cancelled,2023-08-29,,3.64,Poor,Q2,8.35,0.91,10.0,10,56.5
489,2767,W1,Packing,22.68,91.72,4,581.6,completed,2025-12-05,581.6,2.65,Fair,Q4,9.17,0.66,0,0,48.7
490,2974,W4,Sorting,18.29,92.33,0,798.58,cancelled,2025-02-19,,3.28,Good,Q2,9.23,0.82,10.0,10,59.4
491,3227,W3,Picking,16.16,100.0,1,514.57,completed,2025-04-16,514.57,3.71,Excellent,Q3,10.0,0.93,7.5,0,71.1
492,3128,W3,Packaging,16.48,94.58,0,451.32,completed,2023-01-15,451.32,3.64,Good,Q2,9.46,0.91,10.0,0,75.4
493,3195,W4,Packaging,14.49,99.87,1,226.78,completed,2025-05-17,226.78,4.14,Excellent,Q3,9.99,1.04,7.5,0,71.3
494,3261,W5,Sorting,28.8,90.82,2,185.08,completed,2026-02-15,185.08,2.08,Fair,Q4,9.08,0.52,5.0,0,60.6
495,4013,W4,Packaging,12.8,95.36,0,604.09,completed,2023-10-10,604.09,4.69,Good,Q2,9.54,1.17,10.0,0,76.3
496,2640,W1,Packaging,21.31,94.76,0,194.07,completed,2024-11-24,194.07,2.82,Good,Q2,9.48,0.7,10.0,0,74.9
497,2783,W5,Picking,20.3,91.21,2,788.09,completed,2023-06-30,788.09,2.96,Fair,Q4,9.12,0.74,5.0,0,61.3
498,2641,W1,Sorting,20.32,93.77,1,335.91,completed,2026-06-11,335.91,2.95,Good,Q3,9.38,0.74,7.5,0,68.4
499,1826,W5,Sorting,12.92,81.25,2,381.54,completed,2025-11-27,381.54,4.64,Poor,Q4,8.12,1.16,5.0,0,58.8
500,1694,W3,Packaging,11.13,90.69,0,208.45,completed,2023-03-15,208.45,5.39,Fair,Q2,9.07,1.35,10.0,0,75.1
501,2660,W3,Packaging,19.71,94.34,0,574.17,completed,2026-04-15,574.17,3.04,Good,Q2,9.43,0.76,10.0,0,74.9
502,4398,W2,Picking,23.78,94.38,1,252.55,pending,2026-02-19,,2.52,Good,Q3,9.44,0.63,7.5,5,60.9
503,1019,W5,Sorting,24.23,84.17,3,352.3,completed,2024-06-18,352.3,2.48,Poor,Q4,8.42,0.62,2.5,0,52.3
504,1479,W2,Packing,19.33,85.69,1,298.87,completed,2025-11-17,298.87,3.1,Fair,Q3,8.57,0.78,7.5,0,65.7
505,2879,W3,Sorting,25.69,90.81,1,817.63,completed,2025-08-01,817.63,2.34,Fair,Q3,9.08,0.58,7.5,0,67.0
506,1902,W5,Picking,11.45,91.11,2,673.53,completed,2024-04-15,673.53,5.24,Fair,Q4,9.11,1.31,5.0,0,62.7
507,3759,W3,Packing,17.5,93.64,1,92.66,failed,2024-12-01,,3.43,Good,Q3,9.36,0.86,7.5,10,53.7
508,4056,W1,Packaging,13.72,90.36,3,239.68,completed,2024-01-25,239.68,4.37,Fair,Q4,9.04,1.09,2.5,0,55.6
509,2458,W4,Packaging,16.6,99.54,1,713.34,completed,2023-11-16,713.34,3.61,Excellent,Q3,9.95,0.9,7.5,0,70.8
510,4130,W1,Picking,25.21,94.65,0,527.55,cancelled,2026-01-13,,2.38,Good,Q2,9.46,0.6,10.0,10,59.6
511,1749,W1,Packing,13.33,100.0,2,244.4,completed,2025-11-12,244.4,4.5,Excellent,Q4,10.0,1.13,5.0,0,65.3
512,2959,W3,Packing,13.76,92.52,1,682.39,completed,2026-01-12,682.39,4.36,Good,Q3,9.25,1.09,7.5,0,68.8
513,3823,W1,Sorting,17.59,90.52,3,399.16,completed,2023-01-18,399.16,3.41,Fair,Q4,9.05,0.85,2.5,0,55.0
514,1766,W1,Packaging,15.86,98.56,1,734.64,completed,2026-01-28,734.64,3.78,Excellent,Q3,9.86,0.95,7.5,0,70.6
515,4080,W3,Packaging,22.03,93.66,1,364.94,completed,2025-02-01,364.94,2.72,Good,Q3,9.37,0.68,7.5,0,68.2
516,1936,W3,Packing,23.01,94.6,1,495.87,completed,2023-07-24,495.87,2.61,Good,Q3,9.46,0.65,7.5,0,68.5
517,1039,W3,Packaging,19.65,92.53,1,409.94,completed,2023-12-28,409.94,3.05,Good,Q3,9.25,0.76,7.5,0,68.0
518,2293,W4,Packing,9.21,99.92,0,460.88,completed,2025-09-23,460.88,6.51,Excellent,Q2,9.99,1.63,10.0,0,79.0
519,2951,W3,Sorting,14.81,90.23,1,694.54,completed,2023-07-17,694.54,4.05,Fair,Q3,9.02,1.01,7.5,0,67.8
520,2409,W4,Sorting,16.56,90.44,2,691.36,completed,2023-02-10,691.36,3.62,Fair,Q4,9.04,0.91,5.0,0,61.4
521,4196,W4,Picking,12.28,93.27,0,464.6,completed,2024-08-05,464.6,4.89,Good,Q2,9.33,1.22,10.0,0,75.7
522,2560,W3,Sorting,16.04,85.39,1,757.84,completed,2026-06-10,757.84,3.74,Fair,Q3,8.54,0.94,7.5,0,66.0
523,3341,W3,Packing,20.06,95.61,1,542.11,completed,2025-04-08,542.11,2.99,Good,Q3,9.56,0.75,7.5,0,69.1
524,2095,W1,Picking,11.56,97.78,1,258.28,completed,2026-05-24,258.28,5.19,Excellent,Q3,9.78,1.3,7.5,0,71.2
525,1685,W4,Sorting,20.49,84.42,1,390.99,cancelled,2024-01-12,,2.93,Poor,Q3,8.44,0.73,7.5,10,50.1
526,1327,W1,Packaging,10.93,90.51,0,600.08,pending,2024-03-07,,5.49,Fair,Q2,9.05,1.37,10.0,5,67.6
527,4133,W2,Packing,30.06,93.31,1,346.51,completed,2023-06-20,346.51,2.0,Good,Q3,9.33,0.5,7.5,0,67.7
528,1939,W1,Sorting,18.45,100.0,2,340.52,completed,2024-05-21,340.52,3.25,Excellent,Q4,10.0,0.81,5.0,0,64.5
529,2332,W3,Packing,24.68,99.31,3,733.41,completed,2025-09-02,733.41,2.43,Excellent,Q4,9.93,0.61,2.5,0,57.5
530,3420,W4,Sorting,19.52,100.0,3,465.31,completed,2026-05-08,465.31,3.07,Excellent,Q4,10.0,0.77,2.5,0,58.2
531,2809,W4,Packing,14.25,92.85,0,686.93,completed,2024-09-22,686.93,4.21,Good,Q2,9.29,1.05,10.0,0,75.1
532,4473,W3,Packing,23.3,93.68,1,695.84,completed,2023-10-07,695.84,2.58,Good,Q3,9.37,0.64,7.5,0,68.1
533,2763,W3,Sorting,30.68,92.37,2,22.63,completed,2024-08-22,22.63,1.96,Good,Q4,9.24,0.49,5.0,0,61.1
534,2790,W5,Packaging,19.14,87.03,1,751.61,pending,2025-03-19,,3.13,Fair,Q3,8.7,0.78,7.5,5,58.6
535,3116,W2,Packaging,14.29,85.04,1,537.14,completed,2026-06-09,537.14,4.2,Fair,Q3,8.5,1.05,7.5,0,66.1
536,1280,W3,Sorting,21.4,88.8,1,171.98,completed,2024-01-09,171.98,2.8,Fair,Q3,8.88,0.7,7.5,0,66.6
537,1623,W2,Sorting,16.52,89.52,1,282.74,completed,2023-04-12,282.74,3.63,Fair,Q3,8.95,0.91,7.5,0,67.3
538,3978,W5,Picking,14.26,93.84,2,612.19,completed,2023-01-17,612.19,4.21,Good,Q4,9.38,1.05,5.0,0,63.0
539,2899,W2,Picking,14.23,92.95,0,848.3,completed,2023-03-06,848.3,4.22,Good,Q2,9.29,1.05,10.0,0,75.1
540,1292,W3,Picking,24.7,97.7,0,662.67,cancelled,2026-01-17,,2.43,Excellent,Q2,9.77,0.61,10.0,10,60.7
541,2019,W4,Packaging,21.41,90.21,1,656.4,completed,2025-02-27,656.4,2.8,Fair,Q3,9.02,0.7,7.5,0,67.1
542,3134,W4,Packaging,14.15,100.0,1,658.78,pending,2024-03-02,,4.24,Excellent,Q3,10.0,1.06,7.5,5,63.9
543,3133,W4,Packing,15.32,98.77,0,797.75,completed,2023-09-08,797.75,3.92,Excellent,Q2,9.88,0.98,10.0,0,77.0
544,1892,W3,Packing,17.14,96.35,3,736.15,completed,2023-08-20,736.15,3.5,Good,Q4,9.63,0.88,2.5,0,57.2
545,1172,W2,Packing,22.59,92.89,3,22.46,completed,2026-04-05,22.46,2.66,Good,Q4,9.29,0.66,2.5,0,55.4
546,3533,W4,Packaging,22.42,98.38,1,91.32,completed,2024-11-24,91.32,2.68,Excellent,Q3,9.84,0.67,7.5,0,69.9
547,3287,W1,Picking,19.32,100.0,1,279.48,completed,2024-12-12,279.48,3.11,Excellent,Q3,10.0,0.78,7.5,0,70.7
548,1161,W4,Packaging,20.01,91.78,2,224.33,completed,2025-09-20,224.33,3.0,Fair,Q4,9.18,0.75,5.0,0,61.5
549,4405,W4,Sorting,11.75,94.02,0,406.11,completed,2026-05-11,406.11,5.11,Good,Q2,9.4,1.28,10.0,0,76.1
550,2503,W5,Packaging,19.8,91.38,2,234.9,completed,2025-07-18,234.9,3.03,Fair,Q4,9.14,0.76,5.0,0,61.4
551,1259,W1,Packing,22.76,90.87,0,282.78,pending,2026-01-08,,2.64,Fair,Q2,9.09,0.66,10.0,5,66.0
552,2321,W4,Packaging,21.65,91.34,0,526.89,completed,2025-04-19,526.89,2.77,Fair,Q2,9.13,0.69,10.0,0,73.7
553,1438,W3,Picking,15.59,95.39,1,41.11,completed,2025-09-21,41.11,3.85,Good,Q3,9.54,0.96,7.5,0,69.5
554,3555,W2,Picking,17.61,90.3,0,424.07,completed,2026-04-23,424.07,3.41,Fair,Q2,9.03,0.85,10.0,0,73.7
555,4408,W3,Picking,14.89,95.45,1,425.32,completed,2023-06-13,425.32,4.03,Good,Q3,9.54,1.01,7.5,0,69.7
556,4253,W4,Picking,13.75,97.86,0,701.39,completed,2023-04-30,701.39,4.36,Excellent,Q2,9.79,1.09,10.0,0,77.0
557,1414,W5,Sorting,21.87,79.25,2,448.77,completed,2024-04-18,448.77,2.74,Poor,Q4,7.92,0.69,5.0,0,56.9
558,1732,W5,Packing,23.24,85.62,1,537.15,completed,2026-02-17,537.15,2.58,Fair,Q3,8.56,0.65,7.5,0,65.3
559,1426,W5,Packing,22.27,83.38,0,371.61,pending,2023-12-08,,2.69,Poor,Q2,8.34,0.67,10.0,5,63.4
560,2443,W2,Packing,13.67,87.39,0,515.93,completed,2024-10-07,515.93,4.39,Fair,Q2,8.74,1.1,10.0,0,73.3
561,3234,W5,Sorting,16.77,89.76,2,216.0,cancelled,2024-03-14,,3.58,Fair,Q4,8.98,0.89,5.0,10,46.2
562,1141,W4,Sorting,14.28,84.01,2,15.16,completed,2024-08-05,15.16,4.2,Poor,Q4,8.4,1.05,5.0,0,59.5
563,1088,W5,Picking,24.03,91.16,1,729.53,completed,2024-07-19,729.53,2.5,Fair,Q3,9.12,0.62,7.5,0,67.2
564,3384,W5,Packaging,24.37,87.24,1,236.27,completed,2024-05-26,236.27,2.46,Fair,Q3,8.72,0.62,7.5,0,65.8
565,4247,W2,Sorting,26.03,90.51,3,619.19,pending,2025-09-15,,2.31,Fair,Q4,9.05,0.58,2.5,5,46.9
566,3438,W2,Packing,16.58,88.16,0,772.89,pending,2024-09-07,,3.62,Fair,Q2,8.82,0.9,10.0,5,65.6
567,1493,W1,Packing,25.66,96.96,0,362.8,completed,2024-04-09,362.8,2.34,Good,Q2,9.7,0.58,10.0,0,75.4
568,2307,W5,Picking,27.33,90.4,1,452.86,completed,2026-01-10,452.86,2.2,Fair,Q3,9.04,0.55,7.5,0,66.8
569,4083,W5,Packaging,20.07,87.32,0,825.82,completed,2026-05-03,825.82,2.99,Fair,Q2,8.73,0.75,10.0,0,72.4
570,1338,W5,Picking,4.51,90.31,2,125.38,completed,2025-09-01,125.38,13.3,Fair,Q4,9.03,3.33,5.0,0,67.4
571,2969,W5,Picking,19.4,95.32,0,651.3,completed,2026-02-19,651.3,3.09,Good,Q2,9.53,0.77,10.0,0,75.3
572,3147,W2,Packing,23.7,85.47,0,847.56,completed,2024-05-19,847.56,2.53,Fair,Q2,8.55,0.63,10.0,0,71.5
573,2496,W2,Picking,11.92,95.39,0,360.34,completed,2024-12-14,360.34,5.03,Good,Q2,9.54,1.26,10.0,0,76.5
574,2432,W2,Sorting,20.68,84.46,0,156.33,completed,2026-06-16,156.33,2.9,Poor,Q2,8.45,0.73,10.0,0,71.4
575,1351,W4,Packaging,19.64,95.06,0,623.29,completed,2023-08-19,623.29,3.05,Good,Q2,9.51,0.76,10.0,0,75.2
576,1056,W1,Packaging,14.32,100.0,0,699.81,failed,2024-12-04,,4.19,Excellent,Q2,10.0,1.05,10.0,10,62.6
577,2059,W1,Sorting,22.19,93.19,0,451.93,completed,2026-01-28,451.93,2.7,Good,Q2,9.32,0.68,10.0,0,74.3
578,3157,W4,Packaging,15.6,94.49,0,771.54,completed,2023-03-31,771.54,3.85,Good,Q2,9.45,0.96,10.0,0,75.5
579,1272,W3,Packaging,19.95,100.0,0,804.22,completed,2025-03-06,804.22,3.01,Excellent,Q2,10.0,0.75,10.0,0,76.9
580,1946,W3,Sorting,24.94,99.88,1,557.26,cancelled,2025-02-18,,2.41,Excellent,Q3,9.99,0.6,7.5,10,55.2
581,3296,W5,Picking,13.09,91.82,2,822.27,cancelled,2023-02-14,,4.58,Fair,Q4,9.18,1.15,5.0,10,47.5
582,1075,W1,Packaging,18.75,93.93,2,636.57,cancelled,2024-12-11,,3.2,Good,Q4,9.39,0.8,5.0,10,47.4
583,2585,W3,Sorting,20.6,100.0,0,537.54,completed,2023-03-02,537.54,2.91,Excellent,Q2,10.0,0.73,10.0,0,76.8
584,3989,W5,Sorting,22.73,84.62,3,129.61,completed,2025-02-21,129.61,2.64,Poor,Q4,8.46,0.66,2.5,0,52.5
585,1539,W5,Packaging,16.27,87.63,1,390.06,completed,2024-02-28,390.06,3.69,Fair,Q3,8.76,0.92,7.5,0,66.7
586,1553,W2,Packaging,26.3,88.74,3,452.38,cancelled,2025-05-30,,2.28,Fair,Q4,8.87,0.57,2.5,10,38.7
587,3978,W2,Packaging,8.6,87.56,2,749.5,completed,2023-03-02,749.5,6.98,Fair,Q4,8.76,1.74,5.0,0,62.5
588,3608,W3,Packing,21.16,91.52,3,701.12,failed,2024-07-14,,2.84,Fair,Q4,9.15,0.71,2.5,10,40.0
589,1945,W2,Packaging,23.38,97.22,0,488.48,completed,2026-05-06,488.48,2.57,Excellent,Q2,9.72,0.64,10.0,0,75.6
590,3057,W2,Packaging,17.45,87.13,3,412.96,completed,2026-05-23,412.96,3.44,Fair,Q4,8.71,0.86,2.5,0,53.9
591,1061,W4,Sorting,13.89,96.64,1,356.17,completed,2024-07-06,356.17,4.32,Good,Q3,9.66,1.08,7.5,0,70.3
592,2799,W4,Packaging,19.47,100.0,0,70.22,pending,2026-06-17,,3.08,Excellent,Q2,10.0,0.77,10.0,5,69.4
593,3949,W4,Sorting,22.22,90.96,1,703.31,cancelled,2024-10-02,,2.7,Fair,Q3,9.1,0.68,7.5,10,52.3
594,2006,W4,Picking,8.45,91.05,1,50.42,completed,2025-11-28,50.42,7.1,Fair,Q3,9.11,1.78,7.5,0,70.1
595,2800,W5,Packing,26.4,89.57,2,173.53,failed,2025-03-26,,2.27,Fair,Q4,8.96,0.57,5.0,10,45.3
596,3117,W3,Sorting,6.64,87.03,2,60.55,completed,2023-10-19,60.55,9.04,Fair,Q4,8.7,2.26,5.0,0,63.6
597,2610,W4,Packing,13.85,95.49,0,471.25,completed,2025-04-26,471.25,4.33,Good,Q2,9.55,1.08,10.0,0,76.1
598,2862,W3,Packing,12.78,85.54,2,762.99,completed,2023-07-04,762.99,4.69,Fair,Q4,8.55,1.17,5.0,0,60.4
599,2840,W3,Sorting,26.85,87.97,1,110.33,completed,2025-01-13,110.33,2.23,Fair,Q3,8.8,0.56,7.5,0,66.0
600,3254,W1,Packing,15.08,100.0,0,148.52,pending,2025-02-18,,3.98,Excellent,Q2,10.0,0.99,10.0,5,70.0
601,3916,W1,Packaging,10.27,93.15,2,164.35,cancelled,2023-04-16,,5.84,Good,Q4,9.32,1.46,5.0,10,48.8
602,1481,W4,Sorting,26.36,94.21,0,538.09,completed,2023-09-27,538.09,2.28,Good,Q2,9.42,0.57,10.0,0,74.4
603,3021,W2,Picking,18.69,97.23,2,19.8,completed,2024-05-02,19.8,3.21,Excellent,Q4,9.72,0.8,5.0,0,63.5
604,3241,W2,Packing,15.66,85.03,2,20.49,completed,2024-07-23,20.49,3.83,Fair,Q4,8.5,0.96,5.0,0,59.6
605,4432,W5,Packaging,25.34,94.17,4,571.94,completed,2026-05-20,571.94,2.37,Good,Q4,9.42,0.59,0,0,49.4
606,3752,W3,Sorting,21.64,95.86,1,163.84,cancelled,2024-08-05,,2.77,Good,Q3,9.59,0.69,7.5,10,54.0
607,2552,W5,Packaging,20.98,85.72,3,284.56,failed,2023-05-19,,2.86,Fair,Q4,8.57,0.71,2.5,10,38.0
608,3158,W4,Picking,17.11,100.0,2,244.14,completed,2025-04-27,244.14,3.51,Excellent,Q4,10.0,0.88,5.0,0,64.7
609,2981,W5,Packaging,19.17,88.25,1,839.3,completed,2026-05-23,839.3,3.13,Fair,Q3,8.82,0.78,7.5,0,66.6
610,2449,W3,Packing,11.22,91.72,2,845.85,completed,2023-09-23,845.85,5.35,Fair,Q4,9.17,1.34,5.0,0,62.9
611,1792,W5,Packing,17.66,85.17,2,606.67,completed,2023-01-04,606.67,3.4,Fair,Q4,8.52,0.85,5.0,0,59.4
612,3520,W1,Picking,22.0,99.19,0,188.12,completed,2025-04-29,188.12,2.73,Excellent,Q2,9.92,0.68,10.0,0,76.4
613,4236,W4,Picking,8.58,96.09,1,250.16,completed,2023-05-19,250.16,6.99,Good,Q3,9.61,1.75,7.5,0,71.8
614,2398,W3,Sorting,19.64,91.7,1,587.67,completed,2025-03-22,587.67,3.05,Fair,Q3,9.17,0.76,7.5,0,67.7
615,1145,W5,Picking,23.06,98.41,2,411.21,pending,2023-10-06,,2.6,Excellent,Q4,9.84,0.65,5.0,5,56.1
616,4211,W4,Packaging,13.72,100.0,0,294.82,completed,2025-04-27,294.82,4.37,Excellent,Q2,10.0,1.09,10.0,0,77.7
617,4259,W1,Sorting,16.03,88.22,3,291.99,completed,2024-12-25,291.99,3.74,Fair,Q4,8.82,0.94,2.5,0,54.5
618,4450,W1,Packaging,17.77,100.0,1,538.14,completed,2023-12-06,538.14,3.38,Excellent,Q3,10.0,0.84,7.5,0,70.8
619,2112,W5,Packing,28.08,93.28,1,607.72,completed,2025-04-27,607.72,2.14,Good,Q3,9.33,0.53,7.5,0,67.7
620,3150,W1,Packing,26.82,89.4,2,267.69,cancelled,2024-09-11,,2.24,Fair,Q4,8.94,0.56,5.0,10,45.2
621,3048,W2,Picking,22.07,93.43,2,682.19,completed,2023-11-12,682.19,2.72,Good,Q4,9.34,0.68,5.0,0,61.9
622,1586,W2,Sorting,25.06,87.76,0,662.57,cancelled,2023-07-21,,2.39,Fair,Q2,8.78,0.6,10.0,10,57.2
623,1180,W5,Packaging,25.82,90.4,2,274.67,completed,2026-05-02,274.67,2.32,Fair,Q4,9.04,0.58,5.0,0,60.6
624,2279,W1,Sorting,16.94,97.45,1,565.25,completed,2023-02-16,565.25,3.54,Excellent,Q3,9.75,0.89,7.5,0,70.1
625,3748,W5,Sorting,23.64,89.39,1,660.28,completed,2023-08-29,660.28,2.54,Fair,Q3,8.94,0.63,7.5,0,66.6
626,1419,W3,Packaging,23.6,100.0,3,482.29,completed,2024-02-28,482.29,2.54,Excellent,Q4,10.0,0.64,2.5,0,57.9
627,2275,W5,Sorting,21.22,96.3,2,158.01,completed,2026-06-09,158.01,2.83,Good,Q4,9.63,0.71,5.0,0,63.0
628,2571,W3,Packing,12.04,100.0,1,57.13,completed,2023-04-21,57.13,4.98,Excellent,Q3,10.0,1.25,7.5,0,71.9
629,2456,W1,Packing,14.64,86.51,0,387.27,completed,2024-10-01,387.27,4.1,Fair,Q2,8.65,1.02,10.0,0,72.8
630,4095,W3,Packaging,12.04,92.24,0,828.02,completed,2025-08-11,828.02,4.98,Good,Q2,9.22,1.25,10.0,0,75.4
631,4139,W5,Packaging,23.5,83.64,2,553.09,completed,2025-08-11,553.09,2.55,Poor,Q4,8.36,0.64,5.0,0,58.4
632,2488,W4,Packaging,18.87,100.0,3,230.47,failed,2025-03-13,,3.18,Excellent,Q4,10.0,0.79,2.5,10,43.2
633,2889,W2,Sorting,25.86,85.34,3,308.45,pending,2023-12-16,,2.32,Fair,Q4,8.53,0.58,2.5,5,45.1
634,4263,W3,Sorting,20.47,93.2,1,697.66,completed,2023-08-08,697.66,2.93,Good,Q3,9.32,0.73,7.5,0,68.2
635,2975,W3,Picking,11.45,95.57,0,472.54,pending,2025-02-25,,5.24,Good,Q2,9.56,1.31,10.0,5,69.2
636,3323,W1,Sorting,22.4,91.34,0,833.47,completed,2024-12-01,833.47,2.68,Fair,Q2,9.13,0.67,10.0,0,73.6
637,3441,W5,Packaging,17.03,83.76,1,110.46,completed,2025-08-06,110.46,3.52,Poor,Q3,8.38,0.88,7.5,0,65.3
638,1445,W3,Picking,7.15,100.0,3,73.12,pending,2026-05-06,,8.39,Excellent,Q4,10.0,2.1,2.5,5,54.0
639,3605,W4,Sorting,17.03,92.23,2,769.22,completed,2023-01-01,769.22,3.52,Good,Q4,9.22,0.88,5.0,0,62.0
640,1842,W2,Packaging,10.47,89.57,3,388.38,completed,2024-10-10,388.38,5.73,Fair,Q4,8.96,1.43,2.5,0,56.2
641,3504,W3,Sorting,26.73,89.43,4,501.58,cancelled,2025-11-11,,2.24,Fair,Q4,8.94,0.56,0,10,32.7
642,1003,W4,Packaging,8.66,100.0,1,823.2,cancelled,2026-02-20,,6.93,Excellent,Q3,10.0,1.73,7.5,10,58.1
643,2567,W3,Picking,18.83,94.21,0,280.64,cancelled,2025-04-11,,3.19,Good,Q2,9.42,0.8,10.0,10,60.0
644,2575,W4,Packing,12.22,93.13,0,172.17,completed,2025-01-07,172.17,4.91,Good,Q2,9.31,1.23,10.0,0,75.7
645,2993,W4,Packaging,18.21,94.91,2,135.24,completed,2025-06-13,135.24,3.29,Good,Q4,9.49,0.82,5.0,0,62.8
646,3848,W2,Picking,19.33,95.53,0,761.14,completed,2026-05-22,761.14,3.1,Good,Q2,9.55,0.78,10.0,0,75.4
647,1030,W4,Packaging,8.17,99.8,0,369.68,completed,2026-03-29,369.68,7.34,Excellent,Q2,9.98,1.84,10.0,0,79.5
648,1137,W4,Packaging,18.77,95.3,3,496.25,completed,2023-03-19,496.25,3.2,Good,Q4,9.53,0.8,2.5,0,56.6
